sentence_index,entity_raw,entity_normalised,category,sentence_text
55,Second Sight,Second Sight,Organisation,"Can we look, please, at the terms of reference, or at least an early copy of the terms of
reference that were settled for Second Sight, poll 3096576."
59,Second Sight,Second Sight,Organisation,"Can you see that the proposal is for a case review, and the case review will include the
following tasks, said Second Sight, selecting a representative sample of cases that have
led to prosecutions, court-appointed restitution."
60,Horizon,Horizon,Technical System,"The sample needs to cover cases where defendants
claim they didn't take any cash, where assertions have been made that the system, i.e. Horizon,
caused the shortage, including old and new versions of Horizon, if possible, and which
have been taken up by MPs."
61,Horizon,Horizon,Technical System,"And then if you look at the last or the second to last bullet point, study and selectively
test the Horizon system in order to find any black hole, program bug, et cetera, that might
have caused mysterious shortages."
62,Horizon,Horizon,Technical System,"What's described there, selecting a representative sample of cases that led to prosecutions or
court-appointed restitutions and then study and selectively test the Horizon system in
order to find bugs for shorthand that may have caused mysterious shortages."
77,the Court of Appeal,the Court of Appeal,Organisation,"Right, okay.
in the events which happened, i.e. over time, would you agree that if what is described
here in those two bullet points that I have identified had in fact been undertaken, again,
there is, to use the may word, a possibility that the decade that followed until faults
in Horizon and the miscarriages of justice identified by the Court of Appeal may have
been discovered earlier?"
79,Susan Crichton,Susan Crichton,Individual,"I saw in the inquiry documentation that there is a piece
of advice that Susan Crichton sought from Richard Morgan, QC, where he said that he
thought that the advice was that the post office really shouldn't get into this at
at all, because it would be a no-win situation."
79,Richard Morgan,Richard Morgan,Individual,"I saw in the inquiry documentation that there is a piece
of advice that Susan Crichton sought from Richard Morgan, QC, where he said that he
thought that the advice was that the post office really shouldn't get into this at
at all, because it would be a no-win situation."
90,Richard Morgan's,Richard Morgan's,Individual,"Yes, yes.
Known about Richard Morgan's advice,
you may have approached things differently in what way?"
93,the Post Office,Post Office,Organisation,"Let's look at what the Post Office did in relation, in particular, to criminal cases."
97,Alice Perkins,Alice Perkins,Individual,"If we look at the foot of the page, please.
There is an email from Alice Perkins of the 9th of June, 9.36, to you."
98,Alwyn,Alwen Lyons,Individual,"And she says, following
a conversation with Alwyn yesterday, given I'm away for a few days, I thought I should
let you know before I went where I stand on which cases should be in or out of this review."
109,Paula,Vennells,Individual,"Yes.
little bit further up or when replies to you, and I think to you alone, Paula, in case Susan
doesn't pick this up, but she's in Berlin and before you speak to Alice, the issue that
came to light with the list of MP cases was that they included the Mishra, I think that's
Seema Misra, you will remember the case and the publicity."
109,Susan,Susan Crichton,Individual,"Yes.
little bit further up or when replies to you, and I think to you alone, Paula, in case Susan
doesn't pick this up, but she's in Berlin and before you speak to Alice, the issue that
came to light with the list of MP cases was that they included the Mishra, I think that's
Seema Misra, you will remember the case and the publicity."
109,Alice,Alice,Individual,"Yes.
little bit further up or when replies to you, and I think to you alone, Paula, in case Susan
doesn't pick this up, but she's in Berlin and before you speak to Alice, the issue that
came to light with the list of MP cases was that they included the Mishra, I think that's
Seema Misra, you will remember the case and the publicity."
109,Mishra,Mishra,Individual,"Yes.
little bit further up or when replies to you, and I think to you alone, Paula, in case Susan
doesn't pick this up, but she's in Berlin and before you speak to Alice, the issue that
came to light with the list of MP cases was that they included the Mishra, I think that's
Seema Misra, you will remember the case and the publicity."
109,Seema Misra,Seema Misra,Individual,"Yes.
little bit further up or when replies to you, and I think to you alone, Paula, in case Susan
doesn't pick this up, but she's in Berlin and before you speak to Alice, the issue that
came to light with the list of MP cases was that they included the Mishra, I think that's
Seema Misra, you will remember the case and the publicity."
112,Susan,Susan Crichton,Individual,"Susan's anxiety, and she raised this at the meeting
with Alice before you joined, was whether now contacting her
to tell her we review the case would be a red rag to a bull."
112,Alice,Alice,Individual,"Susan's anxiety, and she raised this at the meeting
with Alice before you joined, was whether now contacting her
to tell her we review the case would be a red rag to a bull."
113,Alice,Alice,Individual,Alice feels this is the business pushing back unnecessarily.
116,Susan,Susan Crichton,Individual,"Susan's getting external advice on the effect
that this would have on cases which have
been brought through the courts."
118,Alice Perkins,Alice Perkins,Individual,"Did you agree with Alice Perkins that all cases should
be included in the independent review, even if they involved criminal convictions?"
120,Alice Perkins,Alice Perkins,Individual,"Did you agree with Alice Perkins that the business was pushing back unnecessarily against
that?"
122,Alice,Alice,Individual,"I think this is, so I, the bit of admin that we skipped over is I say that I'll call Alice,
which I did, and I think she explained to me the conversation that she had had."
125,Susan,Susan Crichton,Individual,"Well, the only thing that I can think is relating back to this piece of advice that Susan sought
from Richard Morgan, which was very clear advice to her, and one assumes that she would
have – she was in a meeting, she discussed it in a meeting, and one assumes that that
must have alerted her to maybe needing to take a different approach with cases like
Mrs. Miserice, for instance, but I wasn't involved in those conversations."
125,Richard Morgan,Richard Morgan,Individual,"Well, the only thing that I can think is relating back to this piece of advice that Susan sought
from Richard Morgan, which was very clear advice to her, and one assumes that she would
have – she was in a meeting, she discussed it in a meeting, and one assumes that that
must have alerted her to maybe needing to take a different approach with cases like
Mrs. Miserice, for instance, but I wasn't involved in those conversations."
125,Miserice,Miserice,Individual,"Well, the only thing that I can think is relating back to this piece of advice that Susan sought
from Richard Morgan, which was very clear advice to her, and one assumes that she would
have – she was in a meeting, she discussed it in a meeting, and one assumes that that
must have alerted her to maybe needing to take a different approach with cases like
Mrs. Miserice, for instance, but I wasn't involved in those conversations."
126,Susan,Susan Crichton,Individual,"And there is a further pushback, I can't remember if it's before this or after, where the terms
of reference which are prepared by, again, I think, Susan, refer to defence documents,
and Alice comes back and says, no, it should be all of the documentation."
126,Alice,Alice,Individual,"And there is a further pushback, I can't remember if it's before this or after, where the terms
of reference which are prepared by, again, I think, Susan, refer to defence documents,
and Alice comes back and says, no, it should be all of the documentation."
127,Susan Crichton,Susan Crichton,Individual,"So, the business here, you take pushing back unnecessarily, you take to mean shorthand
for Susan Crichton?"
129,Susan Crichton,Susan Crichton,Individual,I think it was Susan Crichton and Hugh Flemington who were at the meeting.
129,Hugh Flemington,Hugh Flemington,Individual,I think it was Susan Crichton and Hugh Flemington who were at the meeting.
130,Alice,Alice,Individual,"It says that this has happened, it's Alice's view that this has happened throughout the
process."
131,Alice,Alice,Organisation,"Was that a view that you were aware of, that the business was pushing back unnecessarily
against a review throughout the process?
Not until I spoke to Alice, which I did, I think,
on the Saturday morning."
134,Misra,Misra,Individual,"Did you think that Mrs. Misra's case
should be included in an independent review?"
137,Crichton,Crichton,Individual,"Did you share Miss Crichton's concerns recorded here
that even contacting Miss Misra would be a red rag to a bull?"
137,Misra,Misra,Organisation,"Did you share Miss Crichton's concerns recorded here
that even contacting Miss Misra would be a red rag to a bull?"
139,Alwyn,Alwen Lyons,Individual,"Well, clearly I did in the sense that Alwyn mentions it in the final line on this email."
141,Susan,Susan Crichton,Individual,"If Susan was seeking advice on something
of a legal nature, A, I would expect her to do that, and then I would listen to whatever
that advice was."
142,SEMA,SEMA,Organisation,"Do you know what external advice the post office did take regarding the effect of including
cases like SEMA misers in the independent review?"
144,Richard Morgan,Richard Morgan,Individual,I certainly didn't see the Richard Morgan advice.
149,P,P,Individual,"Have you got a date readily to hand to remind me
of when that was, Mr. P?"
156,"Richard
Morgan Casey","Richard
Morgan Casey",Individual,"Did you and therefore the board not take the advice given, as you now know, by Richard
Morgan Casey into account in deciding the scope of Second Sight's review?"
156,Sight,Second Sight,Organisation,"Did you and therefore the board not take the advice given, as you now know, by Richard
Morgan Casey into account in deciding the scope of Second Sight's review?"
157,Alice Perkins,Alice Perkins,Individual,"No, I don't believe, you would have to ask Alice Perkins, but I don't believe that Alice
as Perkins, all the board knew of that advice, but Susan had had a conversation with Alice
that I was not involved in, so it's possible it was shared in that meeting, but my understanding
is not."
157,Alice,Alice,Individual,"No, I don't believe, you would have to ask Alice Perkins, but I don't believe that Alice
as Perkins, all the board knew of that advice, but Susan had had a conversation with Alice
that I was not involved in, so it's possible it was shared in that meeting, but my understanding
is not."
157,Susan,Susan Crichton,Individual,"No, I don't believe, you would have to ask Alice Perkins, but I don't believe that Alice
as Perkins, all the board knew of that advice, but Susan had had a conversation with Alice
that I was not involved in, so it's possible it was shared in that meeting, but my understanding
is not."
161,David,David,Individual,"This is a minute,
I think, from, as we can see, David, Oliver, to you, copied to others, of the 5th of February
2013."
161,Oliver,Oliver,Individual,"This is a minute,
I think, from, as we can see, David, Oliver, to you, copied to others, of the 5th of February
2013."
162,David Oliver,David Oliver,Individual,"Can you explain who David Oliver was, please?
David Oliver, I believe, was on a short-term contract, maybe a year or two."
163,PA Consulting,PA Consulting,Organisation,"He was either
a consultant with PA Consulting or had left them and came to the Post Office and was working
on the Project Sparrow work."
163,the Post Office,Post Office,Organisation,"He was either
a consultant with PA Consulting or had left them and came to the Post Office and was working
on the Project Sparrow work."
171,Second Sight,Second Sight,Organisation,"Can we look at page two, please?
And scroll down to what was the third option, plan C, a contingency plan to replace Second Sight if they refuse to work on the scheme under terms which the post office find acceptable."
172,Grant Thornton,Grant Thornton,Individual,"Engagement of a professional accountancy firm such as Grant Thornton to replace Second Sight
entirely."
172,Second Sight,Second Sight,Organisation,"Engagement of a professional accountancy firm such as Grant Thornton to replace Second Sight
entirely."
173,Sight,Second Sight,Organisation,"It's possible that Second Sight will refuse to work under the proposed terms
of engagement from the post office and that they may attempt to insist terms that neither
you or the board can accept."
179,SecondSight,SecondSight,Organisation,"By this time, was it anticipated that SecondSight
would refuse to work under the terms of engagement
that the post office required?"
185,Sight,Second Sight,Organisation,"On page one, please.
A was clarification of Second Sight's engagement."
191,MPs,MPs,Organisation,"It would have been difficult to stand somebody else up, I think, and anyway, they had the
commitment of Lord Arbuthnot and the MPs."
196,Bates,Alan Bates,Individual,"If we just look at the foot of page one,
we'll see an email from Mr. Bates to you of the 21st of May 2013."
197,Paula,Vennells,Individual,"And he says, hello, Paula."
198,James R. Buffnot's,James R. Buffnot's,Individual,"a while since we met at James R. Buffnot's office, but at that time, you did say that
if I had any concerns, I should contact you directly, hence the reason for this email."
199,Kay Linnell,Kay Linnell,Individual,Would it be possible for Kay Linnell and I to meet you?
200,Kay,Kay Lynell,Individual,"You'll recall that Kay is an
independent forensic accountant who, on behalf of JFSA, has been monitoring the work Second
Sight has been undertaking."
200,Sight,Second Sight,Organisation,"You'll recall that Kay is an
independent forensic accountant who, on behalf of JFSA, has been monitoring the work Second
Sight has been undertaking."
205,Kay,Kay Lynell,Individual,I believe this is a view shared by Kay.
206,Bates,Alan Bates,Individual,"At this point in time, did you understand why Mr. Bates was saying that it was feasible
that many prosecutions that the post office had undertaken should never have taken place?"
213,Alan,Alan,Individual,"I was concerned to get the email from Alan, certainly."
215,Bates,Alan Bates,Individual,"Is that how you would have thought of it, that this is just Mr Bates saying something
that he's always said?"
217,Bates,Alan Bates,Individual,"I think that I went back to my team and said, because I had said to Mr Bates that if he
needed to, he should get in touch."
219,Bates,Alan Bates,Individual,I've offered to meet Mr Bates.
228,Susan Crichton,Susan Crichton,Individual,"At this stage I would have talked to whoever was leading the work on this, so Susan Crichton,
Alwen Lyons, I can't remember who else."
228,Alwen Lyons,Alwen Lyons,Individual,"At this stage I would have talked to whoever was leading the work on this, so Susan Crichton,
Alwen Lyons, I can't remember who else."
229,Simon Baker,Simon Baker,Individual,"Simon Baker, presumably David Oliver,
whose name we've seen."
229,David Oliver,David Oliver,Individual,"Simon Baker, presumably David Oliver,
whose name we've seen."
230,Bates,Alan Bates,Individual,"And so were you then getting feedback
on the state of the investigation by second side
in order to be able to say, essentially, Mr. Bates,
you're jumping the gun?"
231,Alan,Alan,Individual,"I'm almost certain that when I got Alan's note
that I went to the team and said, I've had this note."
232,Bates,Alan Bates,Individual,"what's the current status, and as I say here, I would like to meet with Mr. Bates."
235,Deloitte,Deloitte,Organisation,"Do you know how it came about that what started as a debate between the choice of Deloitte
conducting a full forensic audit of Horizon, Second Sight conducting a review of past cases
that would be a representative sample but include some testing of the integrity of the
Horizon system ended up with focusing on three cases?"
235,Horizon,Horizon,Technical System,"Do you know how it came about that what started as a debate between the choice of Deloitte
conducting a full forensic audit of Horizon, Second Sight conducting a review of past cases
that would be a representative sample but include some testing of the integrity of the
Horizon system ended up with focusing on three cases?"
236,Sight,Second Sight,Organisation,"My recollection is that the team, what I can recall is frustration from the team that the
work Second Sight was doing had moved away from focusing on individual cases to development
of themes, and what they were trying to do at this stage, and second side as well, to
be fair, was to try and corral this back into a piece of work which could have a report
which could be fed back to the MPs before we got to recess in just a small number of
weeks after this."
240,Second Sight,Second Sight,Organisation,"My view is it was both because both Second Sight and the post office had a commitment
to Lord Arbuthnot and the MPs to get some work out for people to look at and we were"
243,Susan Crichton,Susan Crichton,Individual,"Were you aware of a view amongst the lawyers, and in particular Susan Crichton, that if
we review a large number of cases, that might open the floodgates to damages claims by some
postmasters?
No.
And that a less risky approach would be to just pick the cases in which the MPs happen
to be interested in."
243,MPs,MPs,Organisation,"Were you aware of a view amongst the lawyers, and in particular Susan Crichton, that if
we review a large number of cases, that might open the floodgates to damages claims by some
postmasters?
No.
And that a less risky approach would be to just pick the cases in which the MPs happen
to be interested in."
245,Richard Morgan Casey,Richard Morgan Casey,Individual,"Can we go to the, this is slightly out of order, but it's in order to answer the Chairman's
question from earlier, the Richard Morgan Casey advice."
251,Alice Perkins,Alice Perkins,Individual,"The only possible, the only person who could possibly be aware might have been
Alice Perkins in that conversation Susan had had."
251,Susan,Susan Crichton,Individual,"The only possible, the only person who could possibly be aware might have been
Alice Perkins in that conversation Susan had had."
256,Horizon,Horizon,Technical System,"In fact, a decision had been made, it seems
already at the meeting of the 7th of June 2012 not to instruct an expert to prepare
a report, a forensic audit of the Horizon system, hadn't it?"
258,Morgan,Morgan,Individual,"The note records what will it achieve, and I'm not going to attribute any of these words
to anyone, because when he gave evidence, Mr. Morgan took the point that it's not clear
that it's him speaking"
268,Horizon,Horizon,Technical System,"If the findings are that there are no issues with Horizon, people will see that as a white
wash."
270,Shoesmiths,Shoesmiths,Organisation,"And Access Legal, that's part of Shoesmiths, will start to pursue the civil cases they're
currently sitting on."
277,Deloitte,Deloitte,Organisation,"We best not ask for the Deloitte report because
if it discovers too much we may face damages claims."
286,Alwen Lyons,Alwen Lyons,Individual,"And if we scroll down and look at the text, the message from Alwen Lyons, it's dated the
28th of June 2013."
289,Lyon,Lyon,Individual,"But if you look at the fourth bullet point, Miss Lyon says to you that she is going to
spend time with Janet."
289,Janet,Janet,Individual,"But if you look at the fourth bullet point, Miss Lyon says to you that she is going to
spend time with Janet."
290,Janet Walker,Janet Walker,Individual,Is that Janet Walker?
292,Janet Walker,Janet Walker,Individual,And remind us who Janet Walker was.
293,Janet Walker,Janet Walker,Individual,Janet Walker was the executive assistant for Lord Al Buthnott.
293,Al Buthnott,Al Buthnott,Individual,Janet Walker was the executive assistant for Lord Al Buthnott.
297,Rod,Rod,Organisation,"I do think this is the right place to share the bugs we found and how we have dealt with
them, which is why the report from Rod, stroke Leslie, checked by legal and Mark is important."
297,Leslie,Leslie,Individual,"I do think this is the right place to share the bugs we found and how we have dealt with
them, which is why the report from Rod, stroke Leslie, checked by legal and Mark is important."
297,Mark,Mark,Individual,"I do think this is the right place to share the bugs we found and how we have dealt with
them, which is why the report from Rod, stroke Leslie, checked by legal and Mark is important."
298,Janet,Janet,Individual,My objective is to get Janet to a place where she also wants the meeting to be canceled.
299,Alice Perkins,Alice Perkins,Individual,"And then if we scroll up, please, we'll see your reply, um, sending on to Alice Perkins."
300,Alice,Alice,Organisation,"Second paragraph, you'll see below Alice's, uh, Alwyn's proposed next steps, covers all
the ground."
300,Alwyn,Alwen Lyons,Individual,"Second paragraph, you'll see below Alice's, uh, Alwyn's proposed next steps, covers all
the ground."
301,Alwyn,Alwen Lyons,Individual,"Uh, Alwyn and I, third paragraph, are staying close, and I'm expecting an update later
this afternoon, no need to bother you today."
316,Sight,Second Sight,Organisation,"Whether that was true or not, I didn't check that was Second
Sight, but what I was told is that the work was so far behind that Second Sight had yet
to take account of the post office's input."
319,Alwyn,Alwen Lyons,Individual,"By who?
Alwyn certainly was one of the main people I spoke to, Susan and I think David Oliver,"
319,Susan,Susan Crichton,Individual,"By who?
Alwyn certainly was one of the main people I spoke to, Susan and I think David Oliver,"
319,David Oliver,David Oliver,Individual,"By who?
Alwyn certainly was one of the main people I spoke to, Susan and I think David Oliver,"
324,SecondSight,SecondSight,Organisation,"But were you told that SecondSight were trying to, in the words of the email, keep everyone
happy?"
325,KALIN-L,KALIN-L,Organisation,"I was told that, and I knew, I think, because we had agreed to fund KALIN-L to support the
JFSA, I was told that they, I think, if I remember the timing correctly, that they had
been asked by Lord Arbuthnot to keep the JFSA happy."
328,Second Sight,Second Sight,Organisation,"Did you tell Second Sight that they were being unfair
on the post office by not taking account of the evidence
that the post office was giving to them?"
333,Second Sight,Second Sight,Organisation,"Did you tell Second Sight about the post office's concerns about its approach or alleged approach
of keeping the GFSA happy?"
333,GFSA,GFSA,Organisation,"Did you tell Second Sight about the post office's concerns about its approach or alleged approach
of keeping the GFSA happy?"
338,Second Sight,Second Sight,Organisation,"This whole point was to look at the sub-postmasters' cases, but I think the team would undoubtedly
has said to Second Sight, there is more information here to be taken account of."
342,Simon Baker,Simon Baker,Individual,An email between Simon Baker and Second Sight with all the lions copied in.
342,Second Sight,Second Sight,Organisation,An email between Simon Baker and Second Sight with all the lions copied in.
345,Ron,Ron,Individual,"Ron, just to ensure that we're on the same page, Paula would like to say we've agreed
the following with SecondSide."
345,Paula,Vennells,Individual,"Ron, just to ensure that we're on the same page, Paula would like to say we've agreed
the following with SecondSide."
345,SecondSide,SecondSide,Organisation,"Ron, just to ensure that we're on the same page, Paula would like to say we've agreed
the following with SecondSide."
350,Second Sight,Second Sight,Organisation,"How did it come about that by late May, the post office was proposing that by looking
at two to three cases, Second Sight could answer the very big question, have systemic defects
in the horizon resulted in the wrongful conviction or suspension of sub-postmasters?"
352,Second Sight,Second Sight,Organisation,"So whether as a result of the broader work, so Second Sight had been working."
354,the Second Sight Injury Report,the Second Sight Injury Report,Organisation,"When the Second Sight Injury Report was published, one of its initial conclusions was that so
So far, no systemic issues had been found with the Horizon system."
354,Horizon,Horizon,Technical System,"When the Second Sight Injury Report was published, one of its initial conclusions was that so
So far, no systemic issues had been found with the Horizon system."
365,Horizon,Horizon,Technical System,"So not cases that would have presented the post office in the best light, but cases which
which could have been used to challenge the Horizon system and then do that work through."
373,Paula,Vennells,Individual,Paula would like to say the following.
381,Vennells,Vennells,Individual,"My only-
Isn't that exactly what happened, Ms. Vennells, that the Second Sight report addressed a very
small number of cases?"
384,Second Sight,Second Sight,Organisation,"There is no way the post office, that first of all there is no way that I would have wanted
to persuade Second Sight on something that they were not prepared to say and I don't
believe Second Sight would ever have agreed to that."
386,the Post Office,Post Office,Organisation,Isn't that what the Post Office wanted to drive them to?
388,The Post Office,Post Office,Organisation,"The Post Office most certainly wanted the reassurance that the Horizon system could
be relied upon."
388,Horizon,Horizon,Technical System,"The Post Office most certainly wanted the reassurance that the Horizon system could
be relied upon."
392,Second Sight,Second Sight,Organisation,"Did you receive or the board receive any advice as to the appropriate scope of an investigation
by Second Sight as to the nature and extent of any investigation that would be required
in order to determine whether there were systemic defects in Horizon."
393,Board,Board,Organisation,"The only information I and the Board had was contained in the terms of reference of the
work the Second Sight were doing, which is what we looked at earlier."
397,Sight,Second Sight,Organisation,Second Sight didn't produce the report that Project Spire under Deloitte could have produced.
397,Project Spire,Project Spire,Organisation,Second Sight didn't produce the report that Project Spire under Deloitte could have produced.
397,Deloitte,Deloitte,Organisation,Second Sight didn't produce the report that Project Spire under Deloitte could have produced.
401,"Rood, Arbuthnot","Rood, Arbuthnot",Organisation,"That was the initial conversation with Rood, Arbuthnot and Alice Perkins."
401,Alice Perkins,Alice Perkins,Individual,"That was the initial conversation with Rood, Arbuthnot and Alice Perkins."
402,Baker,Baker,Individual,"Can we move forwards, please?
Before we do, Mr. Baker, can I just be clear about what you are saying about this email,
Ms. Vennells?"
402,Vennells,Vennells,Individual,"Can we move forwards, please?
Before we do, Mr. Baker, can I just be clear about what you are saying about this email,
Ms. Vennells?"
403,Baker,Baker,Individual,"As I read it, it is a request by Mr. Baker to Mr. Warmington that four matters are agreed,
and it reads as if he is making that request on your behalf."
403,Warmington,Ron Warmington,Individual,"As I read it, it is a request by Mr. Baker to Mr. Warmington that four matters are agreed,
and it reads as if he is making that request on your behalf."
407,Baker,Baker,Individual,"So what is your evidence to me about whether Mr. Baker was accurately representing what
you had told him in this email?"
408,Suin,Suin,Individual,"Firstly, Suin, I don't recall the conversation
with Simon Baker at all."
408,Simon Baker,Simon Baker,Individual,"Firstly, Suin, I don't recall the conversation
with Simon Baker at all."
409,Simon,Simon,Individual,I rarely met with Simon.
410,Susan,Susan Crichton,Individual,"And if I did, it was usually with Susan or Alwyn."
410,Alwyn,Alwen Lyons,Individual,"And if I did, it was usually with Susan or Alwyn."
415,Horizon,Horizon,Technical System,"We think that actually we will get two to three MP cases done, and I may well have said,
will that help us answer the question about other systemic defects in the Horizon system?
I wouldn't have known personally from any of the, because I wasn't involved in the work
or conversations at Second Sight, point four about whether they could have said no or not
at this stage."
416,Simon Baker,Simon Baker,Individual,"So I can only assume that has come from a conversation with Simon Baker and or somebody
else."
419,James R. Buffnot,James R. Buffnot,Individual,"This is a briefing for you, for the meeting that was proposed to be held between you and
James R. Buffnot on the 23rd of May."
426,Second Sight,Second Sight,Organisation,"Firstly, does that represent your recollection of the post office's expectation
when Second Sight were being instructed?"
427,Arbuthnot,James Arbuthnot,Individual,"I don't remember today, but we were talking to Lord Arbuthnot and I think two or three
other MPs, so that's entirely possible."
428,Sight,Second Sight,Organisation,"Do you know why it was the post office's expectation that a smallish number of cases, six to 12,
would be the limit of Second Sight's review?"
430,James R. Buffnot,James R. Buffnot,Individual,"Discussed by who?
With James R. Buffnot and the team working on it."
447,Second Sight,Second Sight,Organisation,"No, I don't think that was my understanding at any time throughout this, and the inquiry
will see there is further documentation where I have, I'm exhorting the post office and
Second Sight to move through the cases because I wanted the cases looked at."
456,Horizon,Horizon,Technical System,"No, I think what happened is that when the interim report was published and it said it
was an interim report and so far it had found no systemic issues with Horizon, that was
reported sometimes in communications saying so far they had found none, and there is documentation
where I'm asked about, or maybe I offered the view that actually the qualification was
so far."
