sentence_index,entity_raw,entity_normalised,category,sentence_text
25,Jackson,Jackson,Individual,"Mr Jackson confirmed that the Post Office also aspired to eliminate disruption wherever it was possible to do so, and that the Post Office's recent structural work should have mitigated the likelihood that a new disclosure issue would come from left field."
25,the Post Office,Post Office,Organisation,"Mr Jackson confirmed that the Post Office also aspired to eliminate disruption wherever it was possible to do so, and that the Post Office's recent structural work should have mitigated the likelihood that a new disclosure issue would come from left field."
26,the Post Office,Post Office,Organisation,"In order to achieve that objective, prior to the meeting, the inquiry had provided the Post Office with a series of deadlines for any further late disclosure of Microsoft Exchange documents and correspondence."
26,Microsoft Exchange,Microsoft Exchange,Technical System,"In order to achieve that objective, prior to the meeting, the inquiry had provided the Post Office with a series of deadlines for any further late disclosure of Microsoft Exchange documents and correspondence."
27,the Post Office,Post Office,Organisation,"In summary, quote, for all oral witnesses but for those listed within the 4 weeks of the inquiry timetable, the inquiry directed that any late disclosure must be provided by the Post Office no later than 6 weeks before the date on which the witness is due to be called to give evidence."
29,the Post Office,Post Office,Organisation,"The inquiry and the Post Office also discussed other— what the inquiry understood to be relatively ad hoc and less significant potential document sources, i.e., other than Microsoft Exchange."
29,Microsoft Exchange,Microsoft Exchange,Technical System,"The inquiry and the Post Office also discussed other— what the inquiry understood to be relatively ad hoc and less significant potential document sources, i.e., other than Microsoft Exchange."
31,Jackson,Jackson,Individual,"Quote, Mr. Jackson then took the inquiry legal team through the work completed by the Post Office regarding other potential document sources, including Mimecast, SMS and instant messaging, and e-media sources, brackets, corporate devices, servers, backup tapes, and file stores."
31,the Post Office,Post Office,Organisation,"Quote, Mr. Jackson then took the inquiry legal team through the work completed by the Post Office regarding other potential document sources, including Mimecast, SMS and instant messaging, and e-media sources, brackets, corporate devices, servers, backup tapes, and file stores."
31,SMS,SMS,Organisation,"Quote, Mr. Jackson then took the inquiry legal team through the work completed by the Post Office regarding other potential document sources, including Mimecast, SMS and instant messaging, and e-media sources, brackets, corporate devices, servers, backup tapes, and file stores."
32,Post Office,Post Office,Organisation,Post Office representatives confirmed that they had sent and were still sending questionnaires regarding data sources to specific former specific former Post Office employees and board members.
34,Post Office,Post Office,Organisation,"In short, the inquiry understood that work was still ongoing in relation to some of the additional data sources, but should Post Office have any material update, and in particular should any particular data source contain highly relevant material, Post Office would alert the inquiry as soon as possible."
35,the Post Office,Post Office,Organisation,"On distributing the minute to core participants, the inquiry noted that as the disclosure process by the Post Office was continuing and the disclosure of additional documents to the inquiry had only recently started, I had advised you that the inquiry legal team ought to continue to monitor the Post Office's compliance with the inquiry disclosure requirements and report to you at regular intervals."
36,Post Office,Post Office,Organisation,"The reporting ought to include whether the Post Office continued to meet the deadlines the inquiry had set in order to enable the Phase 5 and 6 oral hearings to proceed, and thereafter continued as scheduled."
37,Phases 5,Phases 5,Organisation,"At that stage, I and the solicitor to the inquiry advised that we considered it premature for the inquiry to hold a further disclosure hearing prior to the commencement of Phases 5 and 6 today."
39,the Post Office's,Post Office,Organisation,"But in the light of the historic disclosure issues and the disruptive nature of the Post Office's late disclosure of Microsoft Exchange material in Phase 4, you noted that you wanted to keep this on— this issue under very close consideration."
39,Microsoft Exchange,Microsoft Exchange,Technical System,"But in the light of the historic disclosure issues and the disruptive nature of the Post Office's late disclosure of Microsoft Exchange material in Phase 4, you noted that you wanted to keep this on— this issue under very close consideration."
41,Post Office,Post Office,Organisation,"Throughout February and March, the Post Office continued to disclose a large volume of material as a result of its Microsoft Exchange disclosure failings and the remediation exercises put in place to rectify them."
41,Microsoft Exchange,Microsoft Exchange,Technical System,"Throughout February and March, the Post Office continued to disclose a large volume of material as a result of its Microsoft Exchange disclosure failings and the remediation exercises put in place to rectify them."
44,Post Office,Post Office,Organisation,"On Thursday the 28th of March, the legal representatives for the Post Office notified the inquiry that the Post Office would be providing the inquiry with documents that day and the following week in relation to witnesses giving evidence during the first week of phases 5 and 6 of the hearings and in the latter part of April, or documents which might otherwise be, quote, of interest to the inquiry."
49,Post Office,Post Office,Organisation,"As I say, Section 21 was sent by the inquiry to the Post Office back on the 21st of July last year, in which the inquiry mandated that the Post Office disclose several categories of material relevant to phases 5 and 6 of the inquiry, i.e., documents addressing what was defined in the notice as relevant issues."
50,Ernst Young,Ernst Young,Individual,"The relevant issues including reviews of Horizon carried out by Ernst Young, Deloitte, KPMG, and Linklaters."
50,Deloitte,Deloitte,Organisation,"The relevant issues including reviews of Horizon carried out by Ernst Young, Deloitte, KPMG, and Linklaters."
50,KPMG,KPMG,Organisation,"The relevant issues including reviews of Horizon carried out by Ernst Young, Deloitte, KPMG, and Linklaters."
51,the Post Office,Post Office,Organisation,"The notice expressly stated the documents Um, that the documents be those created by, sent to, or received by, that recorded a conversation or meeting involving, or otherwise made reference to, 19 specific individuals within the Post Office."
52,Paula Venells,Paula Venells,Individual,"The individuals named in the notice included but were not limited to Paula Venells, Alice Perkins, Alwen Lyons, Angela Vandenbergard, Mark Davis, Tim Parker, and Susan Crichton."
52,Alice Perkins,Alice Perkins,Individual,"The individuals named in the notice included but were not limited to Paula Venells, Alice Perkins, Alwen Lyons, Angela Vandenbergard, Mark Davis, Tim Parker, and Susan Crichton."
52,Alwen Lyons,Alwen Lyons,Individual,"The individuals named in the notice included but were not limited to Paula Venells, Alice Perkins, Alwen Lyons, Angela Vandenbergard, Mark Davis, Tim Parker, and Susan Crichton."
52,Angela Vandenbergard,Angela Vandenbergard,Individual,"The individuals named in the notice included but were not limited to Paula Venells, Alice Perkins, Alwen Lyons, Angela Vandenbergard, Mark Davis, Tim Parker, and Susan Crichton."
52,Mark Davis,Mark Davis,Individual,"The individuals named in the notice included but were not limited to Paula Venells, Alice Perkins, Alwen Lyons, Angela Vandenbergard, Mark Davis, Tim Parker, and Susan Crichton."
52,Tim Parker,Tim Parker,Individual,"The individuals named in the notice included but were not limited to Paula Venells, Alice Perkins, Alwen Lyons, Angela Vandenbergard, Mark Davis, Tim Parker, and Susan Crichton."
52,Susan Crichton,Susan Crichton,Individual,"The individuals named in the notice included but were not limited to Paula Venells, Alice Perkins, Alwen Lyons, Angela Vandenbergard, Mark Davis, Tim Parker, and Susan Crichton."
53,Post Office,Post Office,Organisation,"At 5:20— 5:32 on Thursday the 28th of March, the Post Office sent a cover letter for a production of 1,071 documents."
54,COVID,COVID,Organisation,"The COVID letter noticed that the Post Office had, quote, initiated 2 assurance exercises, the first being a review of specific third-party material— sorry, third-party advisor material, and the second being search and review of email inboxes of personal assistants, PAs, to the Section 21 individuals and other email inboxes of potential relevance where considered appropriate for this exercise."
54,the Post Office,Post Office,Organisation,"The COVID letter noticed that the Post Office had, quote, initiated 2 assurance exercises, the first being a review of specific third-party material— sorry, third-party advisor material, and the second being search and review of email inboxes of personal assistants, PAs, to the Section 21 individuals and other email inboxes of potential relevance where considered appropriate for this exercise."
55,the Post Office's,Post Office,Organisation,"The letter further explained that the Post Office's, quote, Section 21 search method methodology focused on the relevant individuals' data sources."
57,Post Office,Post Office,Organisation,"However, as part of assurance, Post Office has now run such searches across specific third-party adviser files, as was set out in the letter."
58,Deloitte,Deloitte,Organisation,"So such third-party advisers included those who the inquiry had specifically named in the Section 21 notice, including Linklaters, Deloitte, and KPMG."
58,KPMG,KPMG,Organisation,"So such third-party advisers included those who the inquiry had specifically named in the Section 21 notice, including Linklaters, Deloitte, and KPMG."
59,The Post Office,Post Office,Organisation,"The Post Office explained that within the production of 1,071 documents, 788 of them were said to be relevant to Section 21, of which 583 related to witnesses, and 15 documents were said to be, quote, high— of high relevance and material."
60,the Post Office,Post Office,Organisation,"44 documents were said to be documents of interest, being documents that the Post Office said were not directly responsive to the notice but were otherwise of relevance to the inquiry's terms of reference."
63,The Post Office,Post Office,Organisation,"The Post Office noted that a number of the documents could be apparent duplicates of previous documents already produced, but that information to assist in identifying duplicates would be provided separately."
64,Easter,Easter,Individual,So the Easter break then took place between Friday the 29th of March and Monday the 1st of April.
65,the Post Office's,Post Office,Organisation,"At around 10 AM on the 2nd of April, the Post Office's legal representative contacted inquiry legal team to note that further documents were to be expected."
66,The Post Office,Post Office,Organisation,The Post Office requested a meeting with the inquiry to provide an update and discuss how the Post Office intended to disclose further documents.
67,the Post Office,Post Office,Organisation,"At 11:47 on the 2nd of April, the inquiry confirmed it would be grateful if the Post Office could please provide the inquiry with the information it should have or would be assisted in have— in having in relation to the late disclosure that was relevant to hearings or witnesses this week."
68,Post Office,Post Office,Organisation,"At 6:58 PM that day, the Post Office sent the inquiry a 4-page letter seeking, quote, to provide a brief update regarding the Post Office's further urgent witness-focused review to best assist the inquiry with anticipated timings for further productions."
70,the Post Office,Post Office,Organisation,"However, it was in this letter received after hours on Tuesday that the inquiry was informed that the Post Office intended to make, quote, a small number of further Burgess Salmon Field Fisher productions in the near future of further documents relevant to phases 5 and 6."
73,the Post Office,Post Office,Organisation,"The letter said that the Post Office anticipated that the documents that relate to witnesses appearing this week are likely to be low in number and/or likely— not likely to contain many documents that will give rise to potential questions for those witnesses, but will rather, particularly for non-Post Office or Royal Mail Group witnesses, for the most part be documents that refer to them."
73,non-Post Office,non-Post Office,Organisation,"The letter said that the Post Office anticipated that the documents that relate to witnesses appearing this week are likely to be low in number and/or likely— not likely to contain many documents that will give rise to potential questions for those witnesses, but will rather, particularly for non-Post Office or Royal Mail Group witnesses, for the most part be documents that refer to them."
73,Royal Mail Group,Royal Mail Group,Organisation,"The letter said that the Post Office anticipated that the documents that relate to witnesses appearing this week are likely to be low in number and/or likely— not likely to contain many documents that will give rise to potential questions for those witnesses, but will rather, particularly for non-Post Office or Royal Mail Group witnesses, for the most part be documents that refer to them."
74,the Post Office,Post Office,Organisation,"Importantly, The, the letter said that the Post Office anticipated making yet further productions of material following 5 further reviews."
75,Microsoft Exchange,Microsoft Exchange,Technical System,"It confirmed that the reviews were not related to the Microsoft Exchange remediation process, but as noted already, the documents were relevant to phases 5 and 6 and to witnesses scheduled to be called as early as this week."
76,the Post Office,Post Office,Organisation,Those 5 reviews were summarised by the Post Office as follows.
78,NAS,NAS,Organisation,"Secondly, the NAS drive and file share review."
81,Patrick Baulk 2017,Patrick Baulk 2017,Individual,"And finally, the Patrick Baulk 2017 Mimecast data review."
82,The Post Office,Post Office,Organisation,"The Post Office did not provide the numbers of documents for witnesses commencing this week, although they anticipated providing those numbers shortly."
85,the Post Office,Post Office,Organisation,"Within those letters, the Post Office disclosed a number of additional documents as follows."
86,NAS,NAS,Organisation,"On the 3rd of April, 196 documents were disclosed, said to be from the NAS drive."
87,The Post Office,Post Office,Organisation,The Post Office said they were continuing to collect material from the Post Office file share that might be relevant to the Phase 5 and 6 hearings.
91,Post Office,Post Office,Organisation,"On Friday the 5th of April, so the Friday that's just passed, the Post Office disclosed 189 documents following a review of Post Office's hard copy material, 200 documents following an additional precautionary Mimecast review, a further 374 documents were disclosed, said to be the third tranche of documents, including, quote, further material identified as part of a second assurance review involving searches of email inboxes of personal assistants to Section 21 individuals."
93,The Post Office,Post Office,Organisation,"The Post Office said that it was now, quote, urgently reviewing data for personal assistants assistance to the Section 21 individuals who are witnesses and are due to give evidence from the 23rd of April onwards, and they anticipated they would provide the documents to the inquiry on or before this Friday, the 12th of April."
95,The Post Office,Post Office,Organisation,The Post Office has told us that that review is not yet complete.
96,NAS,NAS,Organisation,"The NAS drive and file share saw the disclosure of 196 documents from the NAS drive last week, but the review is ongoing in relation to other witnesses."
100,Mimecast,Mimecast,Organisation,The Patrick Bourke 2017 Mimecast data work appears to be ongoing.
102,the Post Office,Post Office,Organisation,"The volume and timing of such disclosure is unknown, but the Post Office said that they were working to disclose any further documents well in advance of Patrick Baulk's hearing on the 7th of May."
102,Patrick Baulk's,Patrick Baulk's,Individual,"The volume and timing of such disclosure is unknown, but the Post Office said that they were working to disclose any further documents well in advance of Patrick Baulk's hearing on the 7th of May."
106,the Post Office,Post Office,Organisation,"Since the end of the Phase 4 hearings alone, so that's since the closing submissions on the 2nd of February 2024, the Post Office has disclosed 73,720 documents to the inquiry, of which the inquiry legal team have characterised 67,210 documents as possibly relating to phases 5 and 6 of the inquiry."
107,the Post Office,Post Office,Organisation,"The inquiry has received documents from other providers during that time, albeit none as substantial in volume as the Post Office."
108,the Post Office's,Post Office,Organisation,"And the inquiry's information management team have confirmed that as of late yesterday, at least 78,211 documents, including but not limited to the Post Office's documents, that likely or potentially relate to phases 5 and 6 of the inquiry may fall for disclosure to core participants."
113,the Post Office,Post Office,Organisation,"This was communicated to the Post Office, and the inquiry understood that the Post Office considered that it had completed its Phase 5/6 exchange remediation exercises by the 22nd of March."
113,Phase 5/6,Phase 5/6,Organisation,"This was communicated to the Post Office, and the inquiry understood that the Post Office considered that it had completed its Phase 5/6 exchange remediation exercises by the 22nd of March."
117,the Post Office's,Post Office,Organisation,But the issues that the Post Office's disclosure to this inquiry have presented have been much more than minor ad hoc or additional disclosure.
118,the Post Office's,Post Office,Organisation,"In particular, the Post Office's assurance review as it has called it, of personal assistant emails and other inboxes of potential relevance in response to the inquiry Section 21 notice of last year is very concerning."
120,Post Office,Post Office,Organisation,It lists a number of senior key Post Office individuals.
122,the Post Office,Post Office,Organisation,"The inboxes of what are called inboxes of potential relevance have not been explained by the Post Office, so we don't know to whom they relate."
123,Post Office,Post Office,Organisation,"Even more concerning, the inquiry emphasised that the inquiry— that the Post Office ought to apply a common-sense approach to senior custodians as far back as a meeting with the Post Office in April 2023."
124,the Post Office's,Post Office,Organisation,So you asked for your team closely to monitor the Post Office's disclosure to the inquiry.
128,the Post Office,Post Office,Organisation,"The alternative, further delay to allow the Post Office to get its disclosure house in order, is not one which is acceptable."
130,Post Office,Post Office,Organisation,"So that's the, the approach that we intend to take, and that's all I say at the moment about this latest late Post Office disclosure."
132,Beer,Beer,Individual,"Thank you, Mr. Beer."
133,Beer,Beer,Individual,"The substance, or a summary, of what Mr. Beer has just explained publicly was provided to me late last week, together with Mr. Beer's and his team's advice that despite the problems which have occurred, we should carry on."
139,Beer,Beer,Individual,"But as Mr. Beer has explained, that can be cured albeit with some cost to the witness, by recalling them if necessary."
146,Beer,Beer,Individual,"I stress, as Mr Beer has stressed, that the monitoring of disclosure which I promised would continue throughout will continue throughout."
156,Beer,Beer,Individual,"So thank you for your words, Mr. Beer."
160,Andrew,Andrew,Individual,"As you know, Sir Andrew was publicly announced by the inquiry on the 9th of January this year."
161,Sandra Dawson,Sandra Dawson,Individual,The inquiry jointly appointed Dame Sandra Dawson and Dr Katie Stewart to the role of governance expert witnesses.
161,Katie Stewart,Katie Stewart,Individual,The inquiry jointly appointed Dame Sandra Dawson and Dr Katie Stewart to the role of governance expert witnesses.
162,Sandra,Sandra,Individual,"Dame Sandra is Professor Emerita of Management Studies, University College Cambridge, and a Fellow, formerly the Master, of Sidney Sussex College, Cambridge."
162,Emerita,Emerita,Individual,"Dame Sandra is Professor Emerita of Management Studies, University College Cambridge, and a Fellow, formerly the Master, of Sidney Sussex College, Cambridge."
162,University College Cambridge,University College Cambridge,Organisation,"Dame Sandra is Professor Emerita of Management Studies, University College Cambridge, and a Fellow, formerly the Master, of Sidney Sussex College, Cambridge."
162,Sidney Sussex College,Sidney Sussex College,Organisation,"Dame Sandra is Professor Emerita of Management Studies, University College Cambridge, and a Fellow, formerly the Master, of Sidney Sussex College, Cambridge."
163,the Windrush Lessons Learned Review,the Windrush Lessons Learned Review,Organisation,She acted as an expert member on organisation governance and leadership on the expert advisory group on the Windrush Lessons Learned Review and regularly advises on leadership governance and organisation structure.
164,Stewart,Stewart,Individual,"Dr Stewart is a policy governance expert and was a visiting scholar at Sydney Sussex College, Cambridge."
164,Sydney Sussex College,Sydney Sussex College,Organisation,"Dr Stewart is a policy governance expert and was a visiting scholar at Sydney Sussex College, Cambridge."
165,Stewart,Stewart,Individual,"Dame Sandra and Dr. Stewart have been instructed to produce 2 reports addressing issues relating to leadership, management, and governance."
168,the Post Office,Post Office,Organisation,"It sets out the expected and best practice in relation to the standards of governance, management, and leadership in companies such as the Post Office in the period 1999 to 2019."
171,Stewart,Stewart,Individual,"Dame Sandra and Dr. Stewart will be considering the evidence given in phases 5 and 6 of the inquiry, both the written evidence and the oral evidence, and will produce a second report in the light of that evidence when phases 5 and 6 have concluded."
172,Beer,Beer,Individual,"Thank you, Mr. Beer."
174,Alan Bates,Alan Bates,Individual,"Can I call Alan Bates, please?"
189,Bates,Alan Bates,Individual,"Good morning, Mr. Bates."
191,Jason Beer,Beer,Individual,"My name is Jason Beer, as you know, and I ask questions on behalf of the inquiry."
193,Alan Bates,Alan Bates,Individual,"Uh, Alan Bates."
201,CWU,CWU,Organisation,"If we look at page 23 and the foot of page 23 at paragraph 75, it says the CWU were not involved in this period, as I recall."
202,Colin Baker,Colin Baker,Individual,The NFSP the letter— should that say from Colin Baker?
205,Baker,Baker,Individual,"So cross out the words January 200 and put in the words Baker, the word Baker."
208,O'Neill,O'Neill,Individual,It says in my letter to Mr. O'Neill dated the 9th of September 2009.
220,Bates,Alan Bates,Individual,"Thank you very much, Mr Bates."
227,EPOSS,EPOSS,Technical System,"And is it right that in the course of that work You developed experience in electronic point-of-sale, EPOSS, systems?"
231,Horizon,Horizon,Technical System,"To what extent, if any, did that background assist you when you became a subpostmaster and were later required to work with the Horizon IT system?"
232,Horizon,Horizon,Technical System,"I think when Horizon came in, I think I was quite positive about it, because I knew what technology and these sorts of systems could do, so I was quite positive."
241,Post Office,Post Office,Organisation,"Sorry, it is, but it's due to Post Office, not to myself."
246,Post Office,Post Office,Organisation,"Because— well, initially it was because Post Office terminated my contract, giving me 3 months' notice and not giving me a reason for doing so, purely because, in my belief, is that I kept raising problems and concerns over its Horizon system due to a number of faults I'd found over the years."
246,Horizon,Horizon,Technical System,"Because— well, initially it was because Post Office terminated my contract, giving me 3 months' notice and not giving me a reason for doing so, purely because, in my belief, is that I kept raising problems and concerns over its Horizon system due to a number of faults I'd found over the years."
266,Craigadon Post Office,Craigadon Post Office,Organisation,It's Craigadon Post Office in Llandudno.
268,Craigadon Post Office,Craigadon Post Office,Organisation,Craigadon Post Office in Llandudno.
279,Suzanne,Suzanne,Individual,"And I think you and your wife Suzanne were 44 years old when you took it over, is that right?"
285,the High Court,the High Court,Organisation,"This is a witness statement you made in the course of the group litigation proceedings in the High Court, and we'll deal more about that later today."
295,the Post Office,Post Office,Organisation,You say a key attraction to working with the Post Office was that it would provide secure employment based upon the fact it provides a community service and has an established brand in the community.
296,Post Office,Post Office,Organisation,"From among the various small business options available, a Post Office branch would in my mind be a safe option."
297,Post Office,Post Office,Organisation,I was also encouraged by the fact I could run a secondary business such as a retail shop alongside the Post Office branch.
298,Post Office,Post Office,Organisation,"That sets out in summary your reasons for picking Post Office as a future enterprise with your wife, is Is that right?"
300,Peter Savage,Peter Savage,Individual,"Now, um, paragraph 12 on this page right through to paragraph 23 on page 5 addresses the initial inquiries you made with the existing or the outgoing subpostmaster, Peter Savage I think his name was."
306,Savage,Savage,Individual,"You say that you do remember that during one of my visits Um, to the branch, Mr Savage explained that he had a practice of keeping unders and overs in a tin in the safe as a system to deal with any odd shorts or overs."
310,Post Office,Post Office,Organisation,"and you didn't provide Post Office with returns of the position each week in there as well, but that seemed to be the way it operated."
313,the Post Office,Post Office,Organisation,"On, um, from paragraph 24, if we scroll down please, right through to paragraph 33 at the bottom of page 7, you deal with the agreement to purchase the Post Office, yes?"
318,the Post Office,Post Office,Organisation,"Firstly, the application to the Post Office to be a subpostmaster."
319,Bangor,Bangor,Organisation,"Secondly, the interview at the regional office in Bangor that you and your wife attended."
325,Post Office,Post Office,Organisation,"Now, we'll hear later that— is this right— that the Post Office robustly challenged you on that issue alongside other issues at the trial, and then the trial judge, then Mr. Justice Fraser, held that you were an honest witness, that you were telling the truth, and that like many other subpostmasters, you did not receive a copy of this document?"
325,Justice Fraser,Justice Fraser,Individual,"Now, we'll hear later that— is this right— that the Post Office robustly challenged you on that issue alongside other issues at the trial, and then the trial judge, then Mr. Justice Fraser, held that you were an honest witness, that you were telling the truth, and that like many other subpostmasters, you did not receive a copy of this document?"
329,Horizon,Horizon,Technical System,Can we turn to the introduction of the Horizon system into your branch?
331,Post Office,Post Office,Organisation,"At paragraph 14, you tell us that in October 2000, the Post Office introduced Horizon at my branch."
331,Horizon,Horizon,Technical System,"At paragraph 14, you tell us that in October 2000, the Post Office introduced Horizon at my branch."
333,Horizon,Horizon,Technical System,"To the best of my recollection, Horizon was installed from the 2nd of October 2000."
335,Horizon,Horizon,Technical System,So Horizon installed under 2 years after you took up the position of subpostmaster of this office?
338,Horizon,Horizon,Technical System,"You say, I didn't have any involvement in discussions about the introduction of Horizon."
342,Horizon,Horizon,Technical System,"You say, when Horizon was introduced, given my background with electronic point-of-sale systems, I regarded the introduction of Horizon at first as a positive innovation, and you've told us that in summary this morning."
343,Post Office Limited,Post Office Limited,Organisation,"However, I did not expect there to be any apparent discrepancies shown on the system that I was unable to identify the cause of and resolve, either by myself or with support or information from Post Office Limited."
344,the Post Office,Post Office,Organisation,Certainly I did not expect discrepancies to occur for which the Post Office would try and hold me liable without the cause being investigated and established.
345,CAPTCHA,CAPTCHA,Organisation,"To that point, I'd been preparing accounts manually using the CAPTCHA system."
350,Post Office,Post Office,Organisation,"But I mean, in previous roles, before Post Office, I'd used something like Crystal Reports on software packages to extract information using certain parameters in there, but there was very little flexibility in Horizon, as I saw it at that time, for reports that you could control the parameters of your searches for."
350,Crystal Reports,Crystal Reports,Organisation,"But I mean, in previous roles, before Post Office, I'd used something like Crystal Reports on software packages to extract information using certain parameters in there, but there was very little flexibility in Horizon, as I saw it at that time, for reports that you could control the parameters of your searches for."
352,Horizon,Horizon,Technical System,"And we see this as a feature in the correspondence that you— we're going to turn to a little later today, and a constant theme that you pursued, i.e., the visibility of transactions and the auditability of transactions from a subpostmaster's perspective was lacking in the Horizon system, is that correct?"
354,High Court,High Court,Organisation,"Can we turn, please, back to your High Court statement, poll 3024194, and turn to page 32, please."
356,the Post Office's,Post Office,Organisation,"You say that you've been referred to a part of the Post Office's defence and to its defence and counterclaim, and you say that you understand from this that the Post Office's case for the purposes of the common issues trial is, quote, that losses do not arise in the ordinary course of things without fault or error on the part of subpostmasters and their assistants."
357,the Post Office,Post Office,Organisation,And this is what the Post Office said: it would not be right to infer or presume that a shortfall and loss was caused instead by a bug or error in Horizon.
359,Post Office,Post Office,Organisation,"You say, these things were in my own experience very far from the the case, and then you set out from your own experience, by comparison, what you say by reference to what the Post Office suggests."
364,Horizon,Horizon,Technical System,"And then 146, you say, one of my fundamental concerns when Horizon was introduced, which you clearly communicated through various letters, was the lack of transparency and control available to me in reviewing transactions when trying to balance You refer to a letter and you say, I could not fully access data that I needed in order to properly track and, if necessary, to correct transactions."
366,the Post Office,Post Office,Organisation,"You were therefore dependent, you say, upon the Post Office for this sort of information and therefore in order to ascertain determine the cause of any apparent shortfall and whether it was in fact a real loss."
367,Post Office,Post Office,Organisation,"And then you say in 147, although Post Office later moved to monthly balancing, during your tenure you were required to produce weekly accounts, which meant you had to conduct a balance on a weekly basis on a Wednesday."
368,Horizon,Horizon,Technical System,"When carrying out this balance on Wednesday the 13th of December 2000, the Horizon system showed there was an unexplained variance of over £6,000 relating to gyro deposits."
394,Post Office,Post Office,Organisation,"And just by way of an aside, I think you tell us in your statement that Post Office records subsequently disclosed to you show that in the 2-year and 9-month period up until February— up until November 2003, i.e., when your contract was terminated, you and your assistants made 507 calls to the helpline?"
