sentence_index,entity_raw,entity_normalised,category,sentence_text
100,Henderson,Ian Henderson,Individual,"Well, very much along the lines of what Mr. Henderson said,
that it was very clear that police officers knew,
insofar as a corporation can know anything,
the people at the top knew that they were dealing
with an existential issue, that if it turned out
that the Horizon was generating spurious shortfalls,
that they had a lousy investigation function,
that they had wrongfully prosecuted people,
that would be existential."
100,Horizon,Horizon,Technical System,"Well, very much along the lines of what Mr. Henderson said,
that it was very clear that police officers knew,
insofar as a corporation can know anything,
the people at the top knew that they were dealing
with an existential issue, that if it turned out
that the Horizon was generating spurious shortfalls,
that they had a lousy investigation function,
that they had wrongfully prosecuted people,
that would be existential."
102,Horizon,Horizon,Technical System,"Well, the need to rely on the integrity of Horizon
in order to be able to, if you like,
control the network of some postmasters, their agents,
to be able to exercise or to carry out
that sort of level of control, to have it known that the Horizon system was unreliable
or that the supplier of the Horizon system, Fujitsu, or that the user of it, the purchaser
of it, post office, could not be relied upon, would mean that all hell would break loose
in the branch network."
102,Fujitsu,Fujitsu,Organisation,"Well, the need to rely on the integrity of Horizon
in order to be able to, if you like,
control the network of some postmasters, their agents,
to be able to exercise or to carry out
that sort of level of control, to have it known that the Horizon system was unreliable
or that the supplier of the Horizon system, Fujitsu, or that the user of it, the purchaser
of it, post office, could not be relied upon, would mean that all hell would break loose
in the branch network."
110,Sight,Second Sight,Organisation,"The inquiry has seen a number of internal post office documents that show that at least in 2013,
individuals within the post office were contemplating minimizing the role of
Second Sight or ending the role of Second Sight completely."
113,Susan Crichton,Susan Crichton,Individual,"Oh yes, initially the
The response from Susan Crichton and from Simon Baker,
the young IT expert that was assigned to help us
to get access to data,
attitudeally had exactly the right,
they definitely shared our,
or they appeared to share our
objective of seeking the truth regardless of consequences."
113,Simon Baker,Simon Baker,Individual,"Oh yes, initially the
The response from Susan Crichton and from Simon Baker,
the young IT expert that was assigned to help us
to get access to data,
attitudeally had exactly the right,
they definitely shared our,
or they appeared to share our
objective of seeking the truth regardless of consequences."
115,Ian,Ian,Individual,"I think when they started lawyering up, it was pretty clear that as soon as Ian came
to me and said, look what I found, I'm finding some really odd stuff in these legal files."
120,Ian,Ian,Individual,What was the odd stuff that Ian was finding?
121,Brander,Brander,Individual,"You've looked at it earlier today, the Brander report, and considering he was only looking
at a dozen or so files and we knew there were a lot more cases behind that, it was giving
very clear evidence of what I saw or we saw as wholly inadequate investigation work."
122,Post Office,Post Office,Organisation,"One of the accusations that is levied against Second Side very frequently in the internal
Post Office material and it sometimes breaks out into things said, for example, to James
R. Bathnot and then subsequently to Sir Anthony Hooper, is that one of the chief problems
with your investigation was the slow pace at which it was proceeding."
122,"James
R. Bathnot","James
R. Bathnot",Individual,"One of the accusations that is levied against Second Side very frequently in the internal
Post Office material and it sometimes breaks out into things said, for example, to James
R. Bathnot and then subsequently to Sir Anthony Hooper, is that one of the chief problems
with your investigation was the slow pace at which it was proceeding."
122,Anthony Hooper,Anthony Hooper,Individual,"One of the accusations that is levied against Second Side very frequently in the internal
Post Office material and it sometimes breaks out into things said, for example, to James
R. Bathnot and then subsequently to Sir Anthony Hooper, is that one of the chief problems
with your investigation was the slow pace at which it was proceeding."
128,Beer,Beer,Individual,"Well, part of it, I think, Mr. Beer,
was because post office, this is not unusual in big companies,
post office seemed to be excessively siloed
with different departments, each of which
would have some but not all of the information."
129,Simon Baker,Simon Baker,Individual,"And so gathering in the information,
which Simon Baker was helping us to do,
just proved to be like swimming up a waterfall."
137,Fujitsu,Fujitsu,Organisation,"An example of a conflict within a report would be the issue regarding
Fujitsu's Bracknell office, i.e. the post office denying that Michael Rudkin had ever
arrived at the meeting."
137,Michael Rudkin,Michael Rudkin,Individual,"An example of a conflict within a report would be the issue regarding
Fujitsu's Bracknell office, i.e. the post office denying that Michael Rudkin had ever
arrived at the meeting."
139,Michael,Michael,Individual,"I encouraged Michael to search
for his emails to locate the original invitation, which fortunately he found."
146,Rudkin,Rudkin,Individual,"Can you, you've given one example there of Mr. Rudkin and seeking an email that might
have confirmed his presence on Fujitsu's premises in Bracknell, as he said."
146,Fujitsu,Fujitsu,Organisation,"Can you, you've given one example there of Mr. Rudkin and seeking an email that might
have confirmed his presence on Fujitsu's premises in Bracknell, as he said."
148,Post Service,Post Service,Organisation,"Yes, I mean, it was constant, and much of it revolved around what Post Service was asserting,
with some justification, was inadequately evidenced remarks that we were making."
161,CRR,CRR,Organisation,Did the post office seek to influence the drafting of your final CRR reports?
171,Henderson,Ian Henderson,Individual,"You probably realise that Mr Henderson and I, and in fact our colleagues,
are not necessarily for turning."
174,Henderson,Ian Henderson,Individual,"In his witness statement, Mr Henderson said, it's page 22 paragraph 71, to the credit of
the post office, they, the post office, did not try to directly interfere with or influence
Second Sites reports, other than by withholding potentially relevant documents."
177,Ian,Ian,Individual,"I mean, I was involved in a lot more of the, if you like, what Ian himself would refer
to be having been down in the weeds and dealing with a lot of the accounting issues in minute
detail."
179,Henderson,Ian Henderson,Individual,"I was going to ask you, what was the division of responsibilities between you and Mr Henderson?"
184,James L. Buffnot,James L. Buffnot,Individual,"It made sense for him to be on site at Old Street, whereas I was
herring around the country making face-to-face contact with the sub-post monsters, which
of course I'd been asked to do by James L. Buffnot and his colleagues."
185,Ian,Ian,Individual,"So it was very
clear that, and I omit you to mention, that of course Ian had had that very valuable experience
with the CCRC."
185,CCRC,CCRC,Organisation,"So it was very
clear that, and I omit you to mention, that of course Ian had had that very valuable experience
with the CCRC."
192,MPs,MPs,Organisation,"And you say we in Second Sight held the view
that those concerns that have been so clearly expressed by the MPs and their equally clear
expectation we will be investigating them had certainly not gone away, but that our
interim report was to focus in the main on the narrow issue of, quote, systemic flaws
in Horizon."
193,MPs,MPs,Organisation,"The inference and our understanding was that the original, far wider scope had
simply, had never simply vaporized and that we were still expected by the MPs and by the
JFSA to address them."
195,Second Sight's,Second Sight,Organisation,"It's now clear that the post
really had hope that after Second Sight's interim report that wider scope
investigation that would simply never happen."
201,Ian,Ian,Individual,"Well, Ian referred to this earlier."
208,Bera,Bera,Individual,"If that's what I've said, Mr. Bera, I've got it the wrong way around, because job one
was, unsurprisingly, the first piece of work which the MPs had asked us to do."
208,MPs,MPs,Organisation,"If that's what I've said, Mr. Bera, I've got it the wrong way around, because job one
was, unsurprisingly, the first piece of work which the MPs had asked us to do."
219,MPs,MPs,Organisation,"We, as far as we were concerned,
The initial request by the MPs, which involved, quote, taking the JFSA along with us, had
definitely not gone away, but Post Office completely disagreed with that position."
219,Post Office,Post Office,Organisation,"We, as far as we were concerned,
The initial request by the MPs, which involved, quote, taking the JFSA along with us, had
definitely not gone away, but Post Office completely disagreed with that position."
221,Horizon,Horizon,Technical System,"Yes.
that the first of those, which is reflected in the interim report, focused on the existence
or non-existence of system-wide or systemic problems with Horizon?"
222,Beer,Beer,Individual,"Yes, Mr. Beer,"
234,Isaac,Isaac,Individual,"Isaac, in your mind, and putting aside the events which happened, namely the development
of the initial complaint and mediation scheme."
236,MPs,MPs,Organisation,"Well, had the mediation scheme not fired up and diverted our attention onto the 150 applicants
cases, we would have continued to do the work that the MPs had asked us to do, which had
been covered in my original proposal of work, which had never been other than acknowledged."
244,Susan Crichton,Susan Crichton,Individual,"Well, I think it was, I mean, at that point, Susan Crichton was still involved and still,
there still seemed to be this persuasive search for the truth and it involved seeking applications
from the entire network, and we wanted to get cases that could be efficiently or even
at all investigated, and getting newer cases where the data was more likely to be available
still was clearly going to be a good thing."
246,Horizon,Horizon,Technical System,"Our preliminary conclusions are, quote, we have so far found no evidence of system-wide
bracket systemic problems with the Horizon software."
248,MPs,MPs,Organisation,"We had, I think, 29 cases from the MPs, 18 from the JFSA, that's 47 by my counting."
250,Ian,Ian,Individual,"So that's where I think Ian came up with the good idea of spot, what we call spot reviews."
254,Sport Review 5,Sport Review 5,Organisation,"And even then, one of them was Sport Review 5, the Rudkin matter, which hadn't been bottomed
out."
254,Rudkin,Rudkin,Individual,"And even then, one of them was Sport Review 5, the Rudkin matter, which hadn't been bottomed
out."
261,Ian,Ian,Individual,"I think Ian mentioned
earlier it would have been probably better if we'd spelled out exactly what we meant
by systemic."
264,Ian,Ian,Individual,"But with the benefit of hindsight, the post office
pounced on it and, as Ian said, trumpeted it from the rooftops."
265,Alan,Alan,Individual,"And Alan had warned
us that that would happen."
269,Alan,Alan,Individual,"Certainly he'd, Sir Alan, as we all know, pretty astute, and I think he was, he foresaw
better than I did the danger of this."
270,Tim McCormack,Tim McCormack,Individual,"Can I look at something that you later said, a year and a half later, about this in a call
that you had with Tim McCormack, just to explore what was meant here and what you thought this
conclusion was meant to represent."
272,McCormack,McCormack,Individual,"This is a recording, or a transcript of a recording that I think you made with Mr McCormack
on the 26th of October 2015."
280,Cameron Freeman,Cameron Freeman,Individual,"We have now, I've made it clear in emails to Cameron Freeman, the Minister
herself, we are now of the view that not only did systemic bugs exist during the time of
these cases arising, but that systemic bugs in all likelihood definitely still exist."
291,Al Cameron,Al Cameron,Individual,"So Al Cameron was one of the few witnesses that's referred to the comparative impact,
the materiality of events that in post offices world are immaterial, but in the individual
cases are hugely material."
297,PowerPoint,PowerPoint,Organisation,You're here referring to a PowerPoint proposal that we've seen many times.
298,PowerPoint,PowerPoint,Organisation,"I'm not going to go into it, but you say by reference to that PowerPoint proposal, I suggest
that no reasonable person could possibly have failed to understand that the review envisaged
in my proposal was intended to address the possibility of prosecutorial misconduct."
302,Horizon,Horizon,Technical System,"Stopping there, does that sentence reflect the fact that the MPs were
not concerned with whether there were intricate or arcane coding problems in the Horizon system?
they were concerned that some of their constituents had been wrongfully prosecuted?"
304,MPs,MPs,Organisation,"One or two of the MPs expressed, as the inquirers
already heard, a desire to sort of carry out some sort of deep code review."
306,MPs,MPs,Organisation,"We need to find exactly which piece of software
existed on a particular date, but the short answer to the question is that it was crystal
clear that all of the MPs, their primary concern was that there had been prosecutorial misconduct."
309,Susan Crichton,Susan Crichton,Individual,"In 2016, you say, I've subsequently learned on reading a two-page email of the 6th of
June 2012, you hadn't previously seen it, that Susan Crichton had summarised your PowerPoint
for Paula Vennells."
309,PowerPoint,PowerPoint,Organisation,"In 2016, you say, I've subsequently learned on reading a two-page email of the 6th of
June 2012, you hadn't previously seen it, that Susan Crichton had summarised your PowerPoint
for Paula Vennells."
309,Paula Vennells,Paula Vennells,Individual,"In 2016, you say, I've subsequently learned on reading a two-page email of the 6th of
June 2012, you hadn't previously seen it, that Susan Crichton had summarised your PowerPoint
for Paula Vennells."
310,PowerPoint,PowerPoint,Organisation,"It's largely a cut and paste from your PowerPoint with relatively
few changes."
311,Paula Vennells,Paula Vennells,Individual,"Having now read that email, I'm even more shocked than I was when as early
as May 2013 and thereafter, Paula Vennells contended that Second Sight had never been
been invited to look for any evidence of unsafe prosecutions."
312,Paula Vennals,Paula Vennals,Individual,"Was that something that was
emphasised to you by Paula Vennals, that it wasn't part of Second Sight's brief, its
terms of reference to look for evidence of unsafe prosecutions?"
312,Sight,Second Sight,Organisation,"Was that something that was
emphasised to you by Paula Vennals, that it wasn't part of Second Sight's brief, its
terms of reference to look for evidence of unsafe prosecutions?"
313,Paula Van Nels,Paula Van Nels,Individual,"Well, it's a matter of huge regret, not only myself but my colleagues at Second Sight,
that we had far less face-to-face contact with Paula Van Nels than I would ordinarily
have expected us to have, and that therefore we'd been shunted down to the second level
of, as I say, I think they called themselves conduits, who were, as far as we were at first
aware, were conveying to us what Paula wanted and didn't want."
313,Paula,Vennells,Individual,"Well, it's a matter of huge regret, not only myself but my colleagues at Second Sight,
that we had far less face-to-face contact with Paula Van Nels than I would ordinarily
have expected us to have, and that therefore we'd been shunted down to the second level
of, as I say, I think they called themselves conduits, who were, as far as we were at first
aware, were conveying to us what Paula wanted and didn't want."
315,Paula,Vennells,Individual,"I mean, I now see from the material that I've read that I hadn't seen before
that it's pretty clear that she was pushing that, but we were getting messages from Paula
and Paula's intentions and desires through the conduit of people like Aujard, Alden Lyons
and others.
others."
315,Aujard,Aujard,Individual,"I mean, I now see from the material that I've read that I hadn't seen before
that it's pretty clear that she was pushing that, but we were getting messages from Paula
and Paula's intentions and desires through the conduit of people like Aujard, Alden Lyons
and others.
others."
315,Alden Lyons,Alden Lyons,Organisation,"I mean, I now see from the material that I've read that I hadn't seen before
that it's pretty clear that she was pushing that, but we were getting messages from Paula
and Paula's intentions and desires through the conduit of people like Aujard, Alden Lyons
and others.
others."
318,Paula Venals,Paula Venals,Individual,"It's from Paula Venals,
staff, in fact, is sending it to Susan Crichton, copied to Alice Perkins and Alwen Lyons."
318,Susan Crichton,Susan Crichton,Individual,"It's from Paula Venals,
staff, in fact, is sending it to Susan Crichton, copied to Alice Perkins and Alwen Lyons."
318,Alice Perkins,Alice Perkins,Individual,"It's from Paula Venals,
staff, in fact, is sending it to Susan Crichton, copied to Alice Perkins and Alwen Lyons."
318,Alwen Lyons,Alwen Lyons,Individual,"It's from Paula Venals,
staff, in fact, is sending it to Susan Crichton, copied to Alice Perkins and Alwen Lyons."
319,Ron Wilmington,Ron Wilmington,Individual,"I've just met Ron Wilmington and want to put on record that he would do an excellent
job for us, exactly the right quality level of engagement, et cetera, we're looking for."
320,Ron,Ron,Individual,"I've made it very clear to Ron that our primary objective of this exercise is to be transparent
and to deal with whatever outcomes and conclusions he comes to."
327,PowerPoint,PowerPoint,Organisation,Did you receive any formal feedback on the PowerPoint proposal that you presented?
335,Venalds,Venalds,Individual,"After the meeting with Ms. Venalds, did you believe what she meant, what she said, she
meant what she said rather, namely what's recorded in this email, namely the post office's
objective, primary objective, was to be transparent and deal with whatever outcomes and conclusions
Second Sight reaches?
call me stupid"
340,Ian,Ian,Individual,As Ian said this morning we were cheap
342,Susan Crichton,Susan Crichton,Individual,"We had a pretty good value for money proposition but I think the driving
factor was that Susan Crichton with whom I've never played tennis incidentally had held
the view that I had form for pursuing evidence of innocence when people look guilty and very
often finding that the innocent had been or would have otherwise been fired or worse for
acts that they had not carried out themselves."
343,Citibank,Citibank,Organisation,Was that in Citibank or at GE Capital?
343,GE Capital,GE Capital,Organisation,Was that in Citibank or at GE Capital?
344,Citibank,Citibank,Organisation,Principally in Citibank.
345,GE Capital,GE Capital,Organisation,"My role at GE Capital was more sort of fraud management within the occasional investigation
thrown in, whereas in Citibank it was pure investigations, often into the conduct of
employees at all sorts of levels, right up to the top brass."
345,Citibank,Citibank,Organisation,"My role at GE Capital was more sort of fraud management within the occasional investigation
thrown in, whereas in Citibank it was pure investigations, often into the conduct of
employees at all sorts of levels, right up to the top brass."
347,Second Sight,Second Sight,Organisation,"You say, in due course, Second Sight was approved
by all of the parties and a decision was made, which we later came deeply to regret, that
although Second Sight's clients comprise the MPs and the JFSA as well, the contract
would be between Second Sight and the Post Office with no oversight by the MPs and only
some mild oversight on behalf of the JFSA by Kay Lanell."
347,the Post Office,Post Office,Organisation,"You say, in due course, Second Sight was approved
by all of the parties and a decision was made, which we later came deeply to regret, that
although Second Sight's clients comprise the MPs and the JFSA as well, the contract
would be between Second Sight and the Post Office with no oversight by the MPs and only
some mild oversight on behalf of the JFSA by Kay Lanell."
347,MPs,MPs,Organisation,"You say, in due course, Second Sight was approved
by all of the parties and a decision was made, which we later came deeply to regret, that
although Second Sight's clients comprise the MPs and the JFSA as well, the contract
would be between Second Sight and the Post Office with no oversight by the MPs and only
some mild oversight on behalf of the JFSA by Kay Lanell."
347,Kay Lanell,Kay Lanell,Individual,"You say, in due course, Second Sight was approved
by all of the parties and a decision was made, which we later came deeply to regret, that
although Second Sight's clients comprise the MPs and the JFSA as well, the contract
would be between Second Sight and the Post Office with no oversight by the MPs and only
some mild oversight on behalf of the JFSA by Kay Lanell."
348,Sight,Second Sight,Organisation,"Why were you concerned when
you learnt that Second Sight was to be contractually engaged only with Post Office rather than
all of the interested persons?"
348,Post Office,Post Office,Organisation,"Why were you concerned when
you learnt that Second Sight was to be contractually engaged only with Post Office rather than
all of the interested persons?"
349,Fujitsu,Fujitsu,Organisation,"Well, it was very clear from the outset that the subject, the principal subject or subjects
of the investigation were to be the postmasters, who may well have had their hands in the till,
and post office, the two parties involved, and perhaps Fujitsu."
350,Andrew Bridgen,Andrew Bridgen,Individual,"To have the subject,
the principal subject of an investigation also be the paymaster is absurd, and it was
Andrew Bridgen, as I say in paragraph 20, that was the most outspoken on that point."
353,Treasury,Treasury,Organisation,"The Treasury apparently said we haven't got any money and therefore Post Office is
going to have to pay for it, but it was a daft decision."
353,Post Office,Post Office,Organisation,"The Treasury apparently said we haven't got any money and therefore Post Office is
going to have to pay for it, but it was a daft decision."
354,Treasury,Treasury,Organisation,"Was that explored at the time, the Treasury being the paying client rather than the Post
Office itself?"
354,"the Post
Office","the Post
Office",Organisation,"Was that explored at the time, the Treasury being the paying client rather than the Post
Office itself?"
356,Oliver Letwin,Oliver Letwin,Individual,"I don't think that was, Oliver Letwin was representing the Treasury at that point, and
his view was it's out of the question, post office has got to have to pay for this."
356,Treasury,Treasury,Organisation,"I don't think that was, Oliver Letwin was representing the Treasury at that point, and
his view was it's out of the question, post office has got to have to pay for this."
357,Treasury,Treasury,Organisation,But they could have paid for it through a conduit of the Treasury.
361,Henderson,Ian Henderson,Individual,"You say that you and Mr Henderson had no difficulty in coming up with
suitable candidates."
367,Chris Holyoake,Chris Holyoake,Individual,"Are those, were those three investigators?
Chris Holyoake?"
375,Kim Evans,Kim Evans,Individual,Did Kim Evans join the investigation in about July 2014?
379,Niall Young,Niall Young,Organisation,"And lastly, Niall Young, did he join the investigation in about August 2014?"
383,Ian,Ian,Individual,"I think the answer is no, because by then we knew how much had been invested in acquiring
the knowledge of what had been going on, and we recognised that bringing anybody in, no
matter how good they were as an investigator, would then divert attention by Ian and myself
onto bringing that person up the curve."
391,Horizon,Horizon,Technical System,"To deal with already reported Horizon related events,
is that a fair description?"
394,ATM,ATM,Organisation,"Well,
My experience as a corporate investigator meant that whenever broadly similar events
occurred, whether it was ATM shortfalls or fraud by customers or whatever, the investigation
team would draw those cases together, look for linkages in order to help its investigators
to get to grips with what systemically had gone wrong to allow that fraud or that event
to occur."
407,the Sunday Times,the Sunday Times,Organisation,"court judgments, whether in favour or against the sub-postmaster, news pieces, articles
in the grocer, the computer weekly, letters to the Sunday Times saying I have wrongly
being gifted two and a half thousand pounds worth of premium bonds, that kind of thing."
409,Fujitsu,Fujitsu,Organisation,"And would it also include matters that had come up through any form of help desk
that the post office or Fujitsu operated?"
415,Horizon,Horizon,Technical System,"When you were instructed, and in the absence of such a compendium of material, were you
in fact made aware that by the post office that there had been acquittals of sub-postmasters
in criminal trials of sub-postmasters who had alleged that Horizon was responsible for
the shortfall of which they were accused of either stealing or falsely accounting?
Were the names Nicola Arch, Maureen McKelvie, Susan Palmer mentioned to you?"
415,Nicola Arch,Nicola Arch,Organisation,"When you were instructed, and in the absence of such a compendium of material, were you
in fact made aware that by the post office that there had been acquittals of sub-postmasters
in criminal trials of sub-postmasters who had alleged that Horizon was responsible for
the shortfall of which they were accused of either stealing or falsely accounting?
Were the names Nicola Arch, Maureen McKelvie, Susan Palmer mentioned to you?"
415,Maureen McKelvie,Maureen McKelvie,Individual,"When you were instructed, and in the absence of such a compendium of material, were you
in fact made aware that by the post office that there had been acquittals of sub-postmasters
in criminal trials of sub-postmasters who had alleged that Horizon was responsible for
the shortfall of which they were accused of either stealing or falsely accounting?
Were the names Nicola Arch, Maureen McKelvie, Susan Palmer mentioned to you?"
415,Susan Palmer,Susan Palmer,Individual,"When you were instructed, and in the absence of such a compendium of material, were you
in fact made aware that by the post office that there had been acquittals of sub-postmasters
in criminal trials of sub-postmasters who had alleged that Horizon was responsible for
the shortfall of which they were accused of either stealing or falsely accounting?
Were the names Nicola Arch, Maureen McKelvie, Susan Palmer mentioned to you?"
417,the Post Office,Post Office,Organisation,"Did the Post Office draw to your attention right at the beginning any suites of documents
held by the Post Office concerning the functioning of or deficiencies in the Horizon system,
including release notes, documenting bug fixes?"
417,Horizon,Horizon,Technical System,"Did the Post Office draw to your attention right at the beginning any suites of documents
held by the Post Office concerning the functioning of or deficiencies in the Horizon system,
including release notes, documenting bug fixes?"
420,the Post Office,Post Office,Organisation,"No.
Did they, the Post Office, present you with documentation, and I include in that phrase
memoranda, reports, emails, minutes of meetings concerning bugs of which the Post Office was
already aware, in particular the Calendar Square bug and the receipts and payments mismatch
bug."
421,Simon Baker,Simon Baker,Individual,"No, first we heard of that was from Simon Baker in, I think, May 2013."
422,the Post Office,Post Office,Organisation,"Did the Post Office provide you with Jason Coyne's report prepared for the purposes of
the case involving Julie Walfstenholm in 2004?"
422,Jason Coyne's,Jason Coyne's,Individual,"Did the Post Office provide you with Jason Coyne's report prepared for the purposes of
the case involving Julie Walfstenholm in 2004?"
422,Julie Walfstenholm,Julie Walfstenholm,Individual,"Did the Post Office provide you with Jason Coyne's report prepared for the purposes of
the case involving Julie Walfstenholm in 2004?"
424,the Post Office,Post Office,Organisation,"Did the Post Office provide you with the BDO Stoy Haywood report prepared for the purposes
of the Lee Carselton case in 2006?"
424,BDO Stoy Haywood,BDO Stoy Haywood,Organisation,"Did the Post Office provide you with the BDO Stoy Haywood report prepared for the purposes
of the Lee Carselton case in 2006?"
424,Lee Carselton,Lee Carselton,Individual,"Did the Post Office provide you with the BDO Stoy Haywood report prepared for the purposes
of the Lee Carselton case in 2006?"
425,the Post Office,Post Office,Organisation,"No.
Did the Post Office provide you with any witness statements that had been prepared in past
cases concerning at the Post Office in criminal proceedings which set out categories of documents
including PinICL, Peaks and Kells that may be relevant to your investigation?"
425,Peaks,Peaks,Organisation,"No.
Did the Post Office provide you with any witness statements that had been prepared in past
cases concerning at the Post Office in criminal proceedings which set out categories of documents
including PinICL, Peaks and Kells that may be relevant to your investigation?"
425,Kells,Kells,Individual,"No.
Did the Post Office provide you with any witness statements that had been prepared in past
cases concerning at the Post Office in criminal proceedings which set out categories of documents
including PinICL, Peaks and Kells that may be relevant to your investigation?"
427,the Post Office,Post Office,Organisation,And same question in relation to civil proceedings brought by or against the Post Office?
428,Lee Castle,Lee Castle,Individual,"No, first we heard of civil proceedings was the Lee Castle case which came up quite a
bit later."
429,Fujitsu,Fujitsu,Organisation,"Did the post office provide you with any operational change proposal records which set out the
existence of a facility for remote access and email correspondence in which the post
office approved Fujitsu remotely inserting messages at a branch level?"
430,Ian,Ian,Individual,"No.
of that was Ian's discovery of the Gareth Jenkins document while he was sitting next
to Susan Crichton and John L. Singh."
430,Susan Crichton,Susan Crichton,Individual,"No.
of that was Ian's discovery of the Gareth Jenkins document while he was sitting next
to Susan Crichton and John L. Singh."
430,John L. Singh,John L. Singh,Individual,"No.
of that was Ian's discovery of the Gareth Jenkins document while he was sitting next
to Susan Crichton and John L. Singh."
431,Post Office,Post Office,Organisation,"Did you discuss with anyone within Post Office why you haven't got a general file, a compendium
or a case management system?
Absolutely, with Susan Crichton."
431,Susan Crichton,Susan Crichton,Individual,"Did you discuss with anyone within Post Office why you haven't got a general file, a compendium
or a case management system?
Absolutely, with Susan Crichton."
437,Susan,Susan Crichton,Individual,"Yes, I mean, I said literally, Susan, okay, where's the general file on this that will
help to give Ian and myself an efficient briefing on what has been going on?"
437,Ian,Ian,Individual,"Yes, I mean, I said literally, Susan, okay, where's the general file on this that will
help to give Ian and myself an efficient briefing on what has been going on?"
440,Susan,Susan Crichton,Individual,"And she was, you know, I can't fault Susan."
445,Henderson,Ian Henderson,Individual,"Is this a document that you drafted or Mr Henderson?
I did."
447,Susan,Susan Crichton,Individual,"Well, Susan had said to me, as best I recall, and I recall the things pretty well,
she said something along the lines of,
I've been asked to take over the POID, the Post Office Investigation Department,
John Scott's department."
447,the Post Office Investigation Department,the Post Office Investigation Department,Organisation,"Well, Susan had said to me, as best I recall, and I recall the things pretty well,
she said something along the lines of,
I've been asked to take over the POID, the Post Office Investigation Department,
John Scott's department."
447,John Scott's,John Scott's,Individual,"Well, Susan had said to me, as best I recall, and I recall the things pretty well,
she said something along the lines of,
I've been asked to take over the POID, the Post Office Investigation Department,
John Scott's department."
457,Susan,Susan Crichton,Individual,"It was just really almost a personal memo
between myself and Susan with caveats,
as to its reliability, but it was pretty well straight away."
461,Horizon,Horizon,Technical System,"What have we found about post office's investigation
function in reviewing case files during the Horizon
investigation."
462,GFSA,GFSA,Organisation,"In reviewing the post office's documentation
relating to the 29 MP referred cases and the 20 cases referred by the GFSA, Second Sight
has gained an insight into the workings of post office's investigations here."
462,Second Sight,Second Sight,Organisation,"In reviewing the post office's documentation
relating to the 29 MP referred cases and the 20 cases referred by the GFSA, Second Sight
has gained an insight into the workings of post office's investigations here."
498,Susan,Susan Crichton,Individual,"Susan, I think, was foisted off."
505,Amanda Peacock,Amanda Peacock,Organisation,This is an email of much later from Amanda Peacock of the CCRC to Roderick Williams.
505,Roderick Williams,Roderick Williams,Individual,This is an email of much later from Amanda Peacock of the CCRC to Roderick Williams.
507,Ron,Ron,Individual,"She says, I've managed to find a bit more information about the report that Ron apparently
wrote."
509,Ron,Ron,Individual,Ron tells me that.
511,CCRC,CCRC,Organisation,Did you engage in email correspondence with the CCRC?
513,CCRC,CCRC,Organisation,"I suspect this is a quote from the meeting that I had in Birmingham with the CCRC, at
their request."
515,Susan Crichton,Susan Crichton,Individual,"So, you are said to have said, I wrote the report on the investigations function
in 2013 at the specific verbal request of Susan Crichton."
519,Post Office's,Post Office,Organisation,"Who later shared with me her concerns about Post Office's investigations, Department
Poit.
Yep."
